단과대학(변경 후),학부(변경 후),전공(변경 후),"전공코드
(학과코드)","전공능력 
번호",전공능력/SPC,"진단문항
번호",전공능력진단문항(MYiCap+),비고,,,,,,
미래융합대학,,법무행정학과,17260,5,권리구제의 적용,3,나는 행정상 권리구제제도에 관한 이론과 판례를 중심으로 구체적인 사례에 적용할 수 있다.,,,,,,,
미래융합대학,,심리치료학과,17270,1,기초 심리의 이해,1,나는 인간의 생애주기에 이르는 모든 단계의 심리적 현상과 인간의 행동과 사고가 어떠한 영향을 미치는지에 대해 이해할 수 있다.,,,,,,,
미래융합대학,,심리치료학과,17270,1,기초 심리의 이해,2,나는 인간이 사회환경에서 환경의 영향이 어떠한 심리적인 영향을 미치는지 이해하고 설명할 수 있다.,,,,,,,
미래융합대학,,심리치료학과,17270,1,기초 심리의 이해,3,"나는 인간의 이상행동, 정신병리적 문제의 원인을 이해하고, 이를 심리학적과 신경학적으로 설명할 수 있다.",,,,,,,
미래융합대학,,심리치료학과,17270,2,심리 상담의 이해,1,나는 심리치료에 관한 여러 가지 이론을 설명할 수 있다.,,,,,,,
미래융합대학,,심리치료학과,17270,2,심리 상담의 이해,2,"나는 상담의 이론을 실제로 상담 기법을 적용함으로써 상담자 혹은 치료사로서의 자세, 역할, 치료 방법 등을 활용할 수 있다.",,,,,,,
미래융합대학,,심리치료학과,17270,2,심리 상담의 이해,3,"나는 임상현장에서 내담자들의 심리치료에 사용되는 다양한 심리검사를 실시하고, 이를 해석할 수 있다.",,,,,,,
미래융합대학,,심리치료학과,17270,3,심리지원 서비스,1,"나는 다양한 심리 치료 방식(놀이, 미술)과 관련한 치료사의 자세, 치료적 모델, 기법을 이해함으로써 이를 활용하여 심리 지원 서비스를 제공할 수 있다.",,,,,,,
미래융합대학,,심리치료학과,17270,3,심리지원 서비스,2,"나는 다양한 심리 치료 주제(중독, 진로)와 관련한 치료사의 자세, 치료적 모델, 기법을 이해함으로써 이와 관련된 주제의 심리 지원 서비스를 제공할 수 있다.",,,,,,,
미래융합대학,,심리치료학과,17270,3,심리지원 서비스,3,"나는 다양한 심리 치료 대상자(아동, 청소년, 성인, 노인, 부부, 가족, 특수 장애아동)와 관련한 대상자 그룹에 대한 이해, 치료사의 자세, 치료적 모델, 기법을 이해함으로써 이들을 위한 심리 지원 서비스를 제공할 수 있다.",,,,,,,
미래융합대학,,심리치료학과,17270,4,상담 현장 적용,1,"나는 심리치료 현장에서 활용 가능한 통계적 이론을 이해하고, 결과를 분석할 수 있다.",,,,,,,
미래융합대학,,심리치료학과,17270,4,상담 현장 적용,2,나는 심리치료 현장에 적용 가능한 프로그램을 개발하고 평가할 수 있다.,,,,,,,
미래융합대학,,심리치료학과,17270,4,상담 현장 적용,3,나는 상담의 실제 현장에서 점검해야 할 실제적인 사항들을 파악하고 이를 실제 상황에 적용할 수 있다.,,,,,,,
미래융합대학,,미래융합경영학과,17280,1,경영관리,1,나는 경영학과 관련한 기초 이론에 대해 설명할 수 있다.,,,,,,,
미래융합대학,,미래융합경영학과,17280,1,경영관리,2,나는 인사관리를 위한 기본 이론과 조직의 효율성 향상을 위한 방법론을 이해하여 이를 활용할 수 있다.,,,,,,,
미래융합대학,,미래융합경영학과,17280,1,경영관리,3,"나는 경영자가 갖추어야 할 다양한 경영전략의 전술, 전략의 기법을 이해하고 기본적인 윤리의식을 갖춘 기업가로서 기업을 관리할 수 있는 전략을 수립할 수 있다.",,,,,,,
미래융합대학,,미래융합경영학과,17280,2,기술 활용·분석,1,나는 기업경영에 필요한 시스템적 의사결정과정을 이해하여 관련된 기술을 활용할 수 있다.,,,,,,,
미래융합대학,,미래융합경영학과,17280,2,기술 활용·분석,2,나는 통계학의 기초 이론을 이해하여 다양한 경영 관련 빅데이터를 통계학적으로 분석할 수 있다.,,,,,,,
미래융합대학,,미래융합경영학과,17280,2,기술 활용·분석,3,나는 앞으로 4차 산업혁명시대를 이끌어 나갈 기술의 종류와 기능에 관한 학습을 통해 이를 경영 환경에 분석·활용할 수 있다.,,,,,,,
미래융합대학,,미래융합경영학과,17280,3,재무·회계,1,나는 자산에 따른 회계 처리 방법과 자본의 조달 및 운용에 관한 기본 이론 학습을 통해 업무를 수행할 수 있다.,,,,,,,
미래융합대학,,미래융합경영학과,17280,3,재무·회계,2,"나는 투자의 의사결정을 위한 기초 개념과 금융시장, 증권시장의 구조를 파악하여 포트폴리오를 분석할 수 있다.",,,,,,,
미래융합대학,,미래융합경영학과,17280,3,재무·회계,3,"나는 기업의 상황을 진단하고 경쟁력을 제고하기 위한 재무적 정보를 제공하고, 의사결정에 활용할 수 있다.",,,,,,,
미래융합대학,,미래융합경영학과,17280,4,시장 분석·커뮤니케이션,1,"나는 소비자 행동의 다양한 측면을 이해하고, 이를 마케팅에 활용함으로써 효과적으로 대응할 수 있다.",,,,,,,
미래융합대학,,미래융합경영학과,17280,4,시장 분석·커뮤니케이션,2,"나는 시장조사에 대한 기본 이론과 실제 조사 활동을 통해 아시아 시장을 이해하고, 데이터를 획득하고 분석하는 보고서를 작성할 수 있다.",,,,,,,
미래융합대학,,미래융합경영학과,17280,4,시장 분석·커뮤니케이션,3,"나는 유통과 관련된 전반적인 개념과 프로세스를 이해하고 유통기구의 유형과 기능, 유통기업 간 경쟁에서 생존전략을 수립할 수 있다.",,,,,,,
미래융합대학,,미래융합경영학과,17280,5,창의 융복합,1,"나는 조직의 경쟁전략 차원에서의 지식경영의 중요성에 관한 이해를 통해 조직과 조직문화의 구축, 인적자원의 통합과 연계, 정보기술을 바탕으로 지식을 창조, 공유할 수 있는 방안을 제안할 수 있다.",,,,,,,
미래융합대학,,미래융합경영학과,17280,5,창의 융복합,2,나는 데이터베이스와 소셜미디어를 활용한 마케팅 기법 학습을 통해 새로운 것과의 융합을 시도하는 경영자의 사례를 배우고 이를 위한 나만의 경영전략을 수립할 수 있다.,,,,,,,
미래융합대학,,미래융합경영학과,17280,5,창의 융복합,3,"나는 새로운 시장과 고객가치를 창출하는 스타트업에서 이슈 찾기, 솔루션 개발, 시장검증, 비즈니스모델 설계 등에 관한 전략을 수립할 수 있다.",,,,,,,
미래융합대학,,멀티디자인학과,17310,1,멀티디자인 기초의 이해,1,나는 스케치 및 다양한 디자인 표현 기법들을 활용하여 아이디어를 발상하고 시각화할 수 있다.,,,,,,,
미래융합대학,,멀티디자인학과,17310,1,멀티디자인 기초의 이해,2,나는 2D 디지털 툴을 활용하여 아이디어를 구현할 수 있다.,,,,,,,
미래융합대학,,멀티디자인학과,17310,1,멀티디자인 기초의 이해,3,나는 영상디자인의 다양한 디지털 매체들을 활용하여 아이디어를 구체화할 수 있다.,,,,,,,
미래융합대학,,멀티디자인학과,17310,2,멀티디자인 컨셉의 이해,1,나는 디자인 기획 및 제작 프로세스에 대하여 설명할 수 있다.,,,,,,,
미래융합대학,,멀티디자인학과,17310,2,멀티디자인 컨셉의 이해,2,"나는 디자인에서의 컨셉의 중요성을 알고, 다양한 사례들을 바탕으로 사용자의 경험에 대하여 조사 및 분석할 수 있다.",,,,,,,
미래융합대학,,멀티디자인학과,17310,2,멀티디자인 컨셉의 이해,3,나는 디자인의 기초가 되는 경험을 디자이너의 관점에서 어떻게 바라보고 연결시킬지 논의할 수 있다.,,,,,,,
미래융합대학,,멀티디자인학과,17310,3,멀티디자인 테크닉 활용,1,나는 컴퓨터그래픽과 관련된 다양한 툴을 활용하여 컨셉을 구체화시켜 제품화시키는 과정을 수행할 수 있다.,,,,,,,
미래융합대학,,멀티디자인학과,17310,3,멀티디자인 테크닉 활용,2,나는 시각 언어 기법을 활용하여 타이포그래피와 같은 기본 디자인 형식을 활용할 수 있다.,,,,,,,
미래융합대학,,멀티디자인학과,17310,3,멀티디자인 테크닉 활용,3,"나는 다양한 제품, 게임, 어패럴 등 다양한 분야의 디자인을 탐구하고, 각 특성에 맞게 아이디어를 시각화할 수 있다.",,,,,,,
미래융합대학,,멀티디자인학과,17310,4,멀티디자인 매니지먼트,1,나는 공공서비스를 대상으로 하는 다양한 주제의 디자인 전반의 기초 지식을 익히고 협업을 통해 시각화를 할 수 있다.,,,,,,,
미래융합대학,,멀티디자인학과,17310,4,멀티디자인 매니지먼트,2,나는 모바일을 중심으로 GUI 디자인 전반의 기초 지식을 익히고 협업을 통해 시각화를 할 수 있다.,,,,,,,
미래융합대학,,멀티디자인학과,17310,4,멀티디자인 매니지먼트,3,"나는 시장 경쟁력을 위한 디자인 마케팅 자료 조사, 분석을 통해 전략적으로 디자인을 기획할 수 있다.",,,,,,,
미래융합대학,,멀티디자인학과,17310,5,멀티디자인 프로젝트 운용,1,나는 아이디어 발상부터 시각화에 이르기까지 전체적인 디자인 프로세스에 필요한 레이아웃을 기획할 수 있다.,,,,,,,
미래융합대학,,멀티디자인학과,17310,5,멀티디자인 프로젝트 운용,2,나는 다양한 매체를 활용하여 그동안 완성된 작품들을 체계적으로 정리하여 개별 포트폴리오를 제작할 수 있다.,,,,,,,
미래융합대학,,멀티디자인학과,17310,5,멀티디자인 프로젝트 운용,3,나는 다양한 목적에 따른 디자인 시각화 프리젠테이션의 전략과 기법을 활용하여 상대방을 설득할 수 있다.,,,,,,,
화학·생명과학대학,,물리학과,15808,1,원리탐구,1,나는 물리학에 관련된 기본 과학 원리를 이해할 수 있다.,,,,,,,
화학·생명과학대학,,물리학과,15808,1,원리탐구,2,나는 물리학과 관련된 현상에 대한 과학적 원리를 탐구할 수 있다.,,,,,,,
화학·생명과학대학,,물리학과,15808,1,원리탐구,3,나는 물리학과 관련된 기본 과학 원리를 응용할 수 있다.,,,,,,,
화학·생명과학대학,,물리학과,15808,2,실험분석,1,나는 물리학 기본 이론을 바탕으로 실험에 대해 이해할 수 있다.,,,,,,,
화학·생명과학대학,,물리학과,15808,2,실험분석,2,나는 물리학 기본 이론을 바탕으로 실험을 수행할 수 있다.,,,,,,,
화학·생명과학대학,,물리학과,15808,2,실험분석,3,나는 물리학 기본 이론을 바탕으로 실험 결과를 분석하고 결론을 도출할 수 있다.,,,,,,,
화학·생명과학대학,,물리학과,15808,3,응용설계,1,나는 물리학 기본 이론을 바탕으로 한 기술개발에 대해 이해하고 있다.,,,,,,,
화학·생명과학대학,,물리학과,15808,3,응용설계,2,나는 물리학 기본 이론을 바탕으로 한 기술개발 및 적용을 할 수 있다.,,,,,,,
화학·생명과학대학,,물리학과,15808,3,응용설계,3,나는 물리학 기본 이론을 바탕으로 이를 응용한 기술개발 및 적용을 할 수 있다.,,,,,,,
화학·생명과학대학,,물리학과,15808,4,융합과학사고력,1,나는 물리학을 포함한 과학에 대한 열린 사고를 할 수 있다.,,,,,,,
화학·생명과학대학,,물리학과,15808,4,융합과학사고력,2,나는 물리학을 포함한 과학에 대한 토론을 통해 지식을 습득할 수 있다.,,,,,,,
화학·생명과학대학,,물리학과,15808,4,융합과학사고력,3,나는 물리학을 포함한 과학에 여러 분야 과학지식을 융합하여 지식과 기술을 확장할 수 있다.,,,,,,,
화학·생명과학대학,화학·에너지융합학부,화학나노학전공,15811,1,화학 및 나노 기초 이해,1,나는 일반화학 및 나노학의 내용을 이해 한다,전공능력명 및 진단문항 수정,,,,,,
화학·생명과학대학,화학·에너지융합학부,화학나노학전공,15811,1,화학 및 나노 기초 이해,2,나는 일반화학 및 나노학의 학습내용을 새로운 물질을 이해 하기 위해 적용 가능하다,전공능력명 및 진단문항 수정,,,,,,
화학·생명과학대학,화학·에너지융합학부,화학나노학전공,15811,1,화학 및 나노 기초 이해,3,나는 일반화학과 나노학의 내용을 물질의 분석과 성질 조절을 위해 활용 한다,전공능력명 및 진단문항 수정,,,,,,
화학·생명과학대학,화학·에너지융합학부,화학나노학전공,15811,2,물질구성원리및특성분석,1,나는 화학 및 나노학의 기초 과목을 이해 한다,진단문항 수정,,,,,,
화학·생명과학대학,화학·에너지융합학부,화학나노학전공,15811,2,물질구성원리및특성분석,2,나는 화합물과 나노상 물질의 구성 원리 및 분석 방법 이해에 적용 가능하다,진단문항 수정,,,,,,
화학·생명과학대학,화학·에너지융합학부,화학나노학전공,15811,2,물질구성원리및특성분석,3,나는 화합물과 나노상 물질의 성질 변화와 분석 및 분류가 가능하다,진단문항 수정,,,,,,
화학·생명과학대학,화학·에너지융합학부,화학나노학전공,15811,3,화학반응(합성)수행,1,나는 화합물과 나노상 물질의 합성 과정을 이해 한다,진단문항 수정,,,,,,
화학·생명과학대학,화학·에너지융합학부,화학나노학전공,15811,3,화학반응(합성)수행,2,나는 화합물 합성의 과정을 새로운 물질 합성/분석에 적용 할 수 있다,진단문항 수정,,,,,,
화학·생명과학대학,화학·에너지융합학부,화학나노학전공,15811,3,화학반응(합성)수행,3,나는 특정한 물성을 얻기 위해 화합물과 나노상 물질의 합성을 활용 할 수 있다,진단문항 수정,,,,,,
화학·생명과학대학,화학·에너지융합학부,화학나노학전공,15811,4,합성설계제안,1,"나는 지속 성장을 위해 체계화된 개발 프로세스를 통하여 내ㆍ외부환경과 역량을 파악하여 새로운 물질을 도출하고, 개발계획을 수립할 수 있다. ",진단문항 수정,,,,,,
화학·생명과학대학,화학·에너지융합학부,화학나노학전공,15811,4,합성설계제안,2,"나는 유기물, 무기물, 나노상 및 바이오 원료를 여러 공정을 통하여 복합재료를 제조하기 위한 과정의 연구를 수행할 수 있다.",진단문항 수정,,,,,,
화학·생명과학대학,화학·에너지융합학부,화학나노학전공,15811,4,합성설계제안,3,나는 바이오/에너지/나노 융복합 연구 역량 증진을 위해 유-무기 합성시스템을 활용할 수 있다.,진단문항 수정,,,,,,
화학·생명과학대학,화학·에너지융합학부,융합에너지학전공,15812,1,원리탐구,1,나는 에너지 전환과 저장에 필요한 과학적 원리를 이해할 수 있다.,진단문항 수정,,,,,,
화학·생명과학대학,화학·에너지융합학부,융합에너지학전공,15812,1,원리탐구,2,나는 에너지 시스템에서 발생하는 현상을 과학적으로 분석하여 설명할 수 있다.,진단문항 수정,,,,,,
화학·생명과학대학,화학·에너지융합학부,융합에너지학전공,15812,1,원리탐구,3,나는 에너지 문제 해결에 필요한 과학적 원리를 창의적으로 응용할 수 있다.,진단문항 수정,,,,,,
화학·생명과학대학,화학·에너지융합학부,융합에너지학전공,15812,2,실험분석,1,나는 에너지 실험 장비와 측정 기법에 대해 이해하고 설명할 수 있다.,진단문항 수정,,,,,,
화학·생명과학대학,화학·에너지융합학부,융합에너지학전공,15812,2,실험분석,2,나는 실험 데이터를 기반으로 에너지 시스템 성능을 분석할 수 있다.,진단문항 수정,,,,,,
화학·생명과학대학,화학·에너지융합학부,융합에너지학전공,15812,2,실험분석,3,나는 실험 결과를 바탕으로 에너지 기술 설계 및 개선 방향을 제안할 수 있다.,진단문항 수정,,,,,,
화학·생명과학대학,화학·에너지융합학부,융합에너지학전공,15812,3,응용설계,1,나는 에너지 시스템 설계를 위한 기본 이론과 원리를 이해할 수 있다.,진단문항 수정,,,,,,
화학·생명과학대학,화학·에너지융합학부,융합에너지학전공,15812,3,응용설계,2,나는 에너지 효율화를 위한 기술 설계를 수행할 수 있다.,진단문항 수정,,,,,,
화학·생명과학대학,화학·에너지융합학부,융합에너지학전공,15812,3,응용설계,3,나는 복잡한 에너지 문제를 해결하기 위해 다양한 기술을 융합하여 설계할 수 있다.,진단문항 수정,,,,,,
화학·생명과학대학,화학·에너지융합학부,융합에너지학전공,15812,4,융합과학사고력,1,나는 에너지 전환과 관련된 여러 학문적 개념을 통합적으로 이해할 수 있다.,진단문항 수정,,,,,,
화학·생명과학대학,화학·에너지융합학부,융합에너지학전공,15812,4,융합과학사고력,2,나는 에너지 문제 해결을 위해 다양한 학문의 지식을 융합하여 적용할 수 있다.,진단문항 수정,,,,,,
화학·생명과학대학,화학·에너지융합학부,융합에너지학전공,15812,4,융합과학사고력,3,나는 융합적 사고를 통해 새로운 에너지 기술이나 시스템을 제안할 수 있다.,진단문항 수정,,,,,,
화학·생명과학대학,융합바이오학부,식품영양학전공,15821,1,식품영양기초이해,1,나는 식품영양 연구 및 관리를 수행하기 위한 기초 영양성분에 대해 설명할 수 있다.,진단문항 수정,,,,,,
화학·생명과학대학,융합바이오학부,식품영양학전공,15821,1,식품영양기초이해,2,"나는 식품영양 연구 및 관리를 수행하기 위한 식품의 화학적, 영양적 특성에 대해 설명할 수 있다.",진단문항 수정,,,,,,
화학·생명과학대학,융합바이오학부,식품영양학전공,15821,1,식품영양기초이해,3,나는 식품영양 연구 및 관리를 수행하기 위한 식품과 인체의 생물학적 상호작용을 설명할 수 있다.,진단문항 수정,,,,,,
화학·생명과학대학,융합바이오학부,식품영양학전공,15821,2,영양관리,1,나는 커뮤니티 영양관리 대상자의 영양상태를 파악할 수 있다. ,,,,,,,
화학·생명과학대학,융합바이오학부,식품영양학전공,15821,2,영양관리,2,"나는 기호, 영양 필요량, 비용, 조리역량 등을 고려하여 영양관리 계획을 수립할 수 있다.",,,,,,,
화학·생명과학대학,융합바이오학부,식품영양학전공,15821,2,영양관리,3,나는 질병 기전 및 각 질환의 영양관련 문제를 이해하고 이를 임상영양관리에 응용하여 질환별 환자식을 위한 식단을 짜고 조리 및 공급을 계획할 수 있다.,진단문항 수정,,,,,,
화학·생명과학대학,융합바이오학부,식품영양학전공,15821,3,식품산업관리,1,"나는 식품 재료 및 제품의 안전성, 영양성분을 분석기기를 사용하여 분석할 수 있다. ",,,,,,,
화학·생명과학대학,융합바이오학부,식품영양학전공,15821,3,식품산업관리,2,"나는 식품의 화학적, 물리적, 영양적 정보를 수집할 수 있다.",,,,,,,
화학·생명과학대학,융합바이오학부,식품영양학전공,15821,3,식품산업관리,3,"나는 구매관리부터 위생관리, 마케팅 관리까지 푸드서비스 제공 과정 전반을 이해하고 수행할 수 있다.",,,,,,,
화학·생명과학대학,융합바이오학부,식품영양학전공,15821,4,식품영양융합,1,"나는 식품 가공과정의 물리적, 화학적, 생물학적 요소를 설명할 수 있다.",진단문항 순서변경(2→1),,,,,,
화학·생명과학대학,융합바이오학부,식품영양학전공,15821,4,식품영양융합,2,나는 식품 특성과 영양에 대한 이해를 바탕으로 조리과학실험을 수행하며 식품 조리과정에서 발생하는 과학적 변화를 관찰하고 영양적 방법의 차이를 설명할 수 있다.,진단문항 순서변경(1→2),,,,,,
화학·생명과학대학,융합바이오학부,식품영양학전공,15821,4,식품영양융합,3,나는 보건사업의 특성과 보건의료체계에 대한 이해를 바탕으로 국민건강실천사업의 4대 주제를 중심으로 보건연구 및 보건교육을 기획하고 수행할 수 있다. ,,,,,,,
화학·생명과학대학,융합바이오학부,시스템생명과학전공,15822,1,생명과학기초이해,1,나는 기초생명과학 분석시험을 수행하기 위한 식물과학 및 생명현상의 기본 개념 및 이론을 설명할 수 있다.,,,,,,,
화학·생명과학대학,융합바이오학부,시스템생명과학전공,15822,1,생명과학기초이해,2,나는 기초생명과학 분석시험을 수행하기 위한 의생명과학의 기본 개념 및 이론을 설명할 수 있다. ,,,,,,,
화학·생명과학대학,융합바이오학부,시스템생명과학전공,15822,1,생명과학기초이해,3,나는 기초생명과학 분석시험 수행에 필요한 컴퓨터 프로그램 언어를 이해하고 분석 프로그램을 사용할 수 있다. ,,,,,,,
화학·생명과학대학,융합바이오학부,시스템생명과학전공,15822,2,생명과학연구수행,1,"나는 연구수행에 사용되는 시약, 기기, 기구 등을 준비하여 식물과학과 생명현상 분석시험을 수행하고 분석결과를 설명할 수 있다.",,,,,,,
화학·생명과학대학,융합바이오학부,시스템생명과학전공,15822,2,생명과학연구수행,2,"나는 연구수행에 사용되는 시약, 기기, 기구 등을 준비하여 의생명과학 분야 분석시험을 수행하고 분석결과를 설명할 수 있다. ",,,,,,,
화학·생명과학대학,융합바이오학부,시스템생명과학전공,15822,2,생명과학연구수행,3,나는 생명과학 실험 데이터에 대해 분석 프로그램을 활용하여 내용을 분석하고 검토하여 결과를 판정할 수 있다. ,,,,,,,
화학·생명과학대학,융합바이오학부,시스템생명과학전공,15822,3,생명과학응용,1,나는 바이오 융합 분야에서 생산된 다양한 정보들을 분석하고 실무 관련한 연구를 수행할 수 있다. ,,,,,,,
화학·생명과학대학,융합바이오학부,시스템생명과학전공,15822,3,생명과학응용,2,나는 유전자의 구조 및 발현 조절 메커니즘 이해와 생명공학의 최신 기술을 통해 생명과학 연구에 응용할 수 있다. ,,,,,,,
화학·생명과학대학,융합바이오학부,시스템생명과학전공,15822,3,생명과학응용,3,"나는 유전체 구조, 정보 해독등의 생명정보학의 이해를 바탕으로 실험 수행시 실험데이터에 따라 적정한 데이터 분석 방법을 제시할 수 있다. ",,,,,,,
반도체·ICT대학,컴퓨터정보통신공학부,정보통신공학전공,15612,1,정보통신산업의이해,1,나는 정보통신분야 핵심분야의 기술적 특성과 업무 특성에 대해 설명할 수 있다.,,,,,,,
반도체·ICT대학,컴퓨터정보통신공학부,정보통신공학전공,15612,1,정보통신산업의이해,2,"나는 정보통신 핵심기술 요구사항에 대해 분석기술을 활용하여 주어진 제한 조건을 확인하고 설계 대상 정보통신 관련 디바이스/플랫폼의 필요한 스펙, 기술, 적합성 등을 분석할 수 있다. ",,,,,,,
반도체·ICT대학,컴퓨터정보통신공학부,정보통신공학전공,15612,1,정보통신산업의이해,3,나는 컴퓨터 프로그램 언어로 응용SW의 기능을 각종 업무에 응용할 수 있다.,,,,,,,
반도체·ICT대학,컴퓨터정보통신공학부,정보통신공학전공,15612,2,ICT설계기초,1,나는 데이터의 수식을 계산하고 그래프와 테이블을 해석하여 문제를 해결하는 방법을 설명할 수 있다. ,,,,,,,
반도체·ICT대학,컴퓨터정보통신공학부,정보통신공학전공,15612,2,ICT설계기초,2,"나는 회로설계에 관한 지식을 바탕으로 ICT융합형제품/서비스를 개발하기 위한 아날로그/디지털 회로를 설계·검증하고, 솔루션 개발을 수행할 수있다. ",,,,,,,
반도체·ICT대학,컴퓨터정보통신공학부,정보통신공학전공,15612,2,ICT설계기초,3,"나는 통신시스템기술에 관한 이해를 바탕으로 통신 시스템을 설계 및 고도화, 사물인터넷기술에 관한 이해를 바탕으로 IoT& Device 기술개발 및 사업화를 지원할 수 있다. ",,,,,,,
반도체·ICT대학,컴퓨터정보통신공학부,정보통신공학전공,15612,3,ICT구현및구축,1,"나는 통신과 SW기술에 대한 지식을 바탕으로 ICT제품, 정보통신기술서비스 및 플랫폼을 구현하기 위해 디바이스/플랫폼 기술을 개발할 수 있다.",,,,,,,
반도체·ICT대학,컴퓨터정보통신공학부,정보통신공학전공,15612,3,ICT구현및구축,2,"나는 DB에 관한 지식을 바탕으로 데이터베이스를 설계, 구축하고 성능을 관리하고 대용량 데이터를 활용하기 위한 솔루션을 개발할 수 있다. ",,,,,,,
반도체·ICT대학,컴퓨터정보통신공학부,정보통신공학전공,15612,3,ICT구현및구축,3,나는 AI기술에 관한 지식을 바탕으로 고객의 사업 경쟁력을 높이는 분야별 서비스 개발 및 인공지능 핵심기술을 개발할 수 있다. ,,,,,,,
반도체·ICT대학,컴퓨터정보통신공학부,정보통신공학전공,15612,4,ICT서비스운용및관리,1,"나는 정보보안 지식에 대한 이해를 바탕으로 통신시스템 정보보호를 위한 관리적, 기술적 보호조치 및 보안리스크관리를 수행하고 블록체인 분야에 응용할 수 있다. ",,,,,,,
반도체·ICT대학,컴퓨터정보통신공학부,정보통신공학전공,15612,4,ICT서비스운용및관리,2,나는 SW기술에 관한 지식을 바탕으로 소프트웨어가 활용된 통신 시스템의 소프트웨어를 관리하여 개선할 수 있다. ,,,,,,,
반도체·ICT대학,컴퓨터정보통신공학부,정보통신공학전공,15612,4,ICT서비스운용및관리,3,나는 통신운용기술에 관한 이해를 바탕으로 각종 통신서비스 운영/관리 업무를 수행할 수 있다. ,,,,,,,
스포츠예술대학,디자인학부,비주얼커뮤니케이션디자인전공,17611,1,디자인기초(비주얼커뮤니케이션디자인전공),1,나는 디자인 기초이론과 표현기법을 이해하고 있다.,진단문한 수정,,,,,,
스포츠예술대학,디자인학부,비주얼커뮤니케이션디자인전공,17611,1,디자인기초(비주얼커뮤니케이션디자인전공),2,나는 디자인 구현과정에서 디자인 기초이론과 디자인 표현기법을 적용할 수 있다.,진단문한 수정,,,,,,
스포츠예술대학,디자인학부,비주얼커뮤니케이션디자인전공,17611,1,디자인기초(비주얼커뮤니케이션디자인전공),3,나는 디자인 구현에 필요한 다양한 디자인 소프트웨어를 활용할 수 있다. ,진단문한 수정,,,,,,
스포츠예술대학,디자인학부,비주얼커뮤니케이션디자인전공,17611,2,디자인컨셉시각화(비주얼커뮤니케이션디자인전공),1,나는 컨셉 시각화에 필요한 기본적인 디자인 기법을 이해하고 있다.,진단문한 수정,,,,,,
스포츠예술대학,디자인학부,비주얼커뮤니케이션디자인전공,17611,2,디자인컨셉시각화(비주얼커뮤니케이션디자인전공),2,나는 적절한 디자인 기법을 아이디어 컨셉 시각화에 적용할 수 있다,진단문한 수정,,,,,,
스포츠예술대학,디자인학부,비주얼커뮤니케이션디자인전공,17611,2,디자인컨셉시각화(비주얼커뮤니케이션디자인전공),3,나는 컨셉 시각화에 필요한 다양한 디자인 요소와 매체를 활용할 수 있다.,진단문한 수정,,,,,,
스포츠예술대학,디자인학부,비주얼커뮤니케이션디자인전공,17611,3,디자인프로세스구현(비주얼커뮤니케이션디자인전공),1,나는 디자인 프로젝트 구현을 위한 개괄적인 디자인 프로세스를 이해하고 있다.,진단문한 수정,,,,,,
스포츠예술대학,디자인학부,비주얼커뮤니케이션디자인전공,17611,3,디자인프로세스구현(비주얼커뮤니케이션디자인전공),2,나는 적절한 디자인 요소와 기법을 적용하여 디자인 프로세스를 기획할 수 있다.,진단문한 수정,,,,,,
스포츠예술대학,디자인학부,비주얼커뮤니케이션디자인전공,17611,3,디자인프로세스구현(비주얼커뮤니케이션디자인전공),3,나는 프로젝트의 특성에 맞게 적합한 디자인 프로세스를 활용할 수 있다.,진단문한 수정,,,,,,
스포츠예술대학,디자인학부,비주얼커뮤니케이션디자인전공,17611,4,디자인실무연계(비주얼커뮤니케이션디자인전공),1,나는 목적에 부합하는 개성있는 디자인 프로젝트를 기획할 수 있다.,진단문한 수정,,,,,,
스포츠예술대학,디자인학부,비주얼커뮤니케이션디자인전공,17611,4,디자인실무연계(비주얼커뮤니케이션디자인전공),2,나는 디자인 프로젝트 구현에 필요한 디자인 요소와 기법을 효과적으로 적용할 수 있다.,진단문한 수정,,,,,,
스포츠예술대학,디자인학부,비주얼커뮤니케이션디자인전공,17611,4,디자인실무연계(비주얼커뮤니케이션디자인전공),3,나는 디자인 프로젝트를 기획 및 제작하고 효과적으로 전달(발표)할 수 있다.,진단문한 수정,,,,,,
스포츠예술대학,디자인학부,비주얼커뮤니케이션디자인전공,17611,5,진로설계(비주얼커뮤니케이션디자인전공),1,나는 진로설계에 맞는 디자인 분야를 이해하고 있다.,진단문한 수정,,,,,,
스포츠예술대학,디자인학부,비주얼커뮤니케이션디자인전공,17611,5,진로설계(비주얼커뮤니케이션디자인전공),2,나는 다양한 디자인 역량과 기법을 진로설계에 적용할 수 있다.,진단문한 수정,,,,,,
스포츠예술대학,디자인학부,비주얼커뮤니케이션디자인전공,17611,5,진로설계(비주얼커뮤니케이션디자인전공),3,나는 진로설계에 필요한 포트폴리오를 제작 및 활용할 수 있다.,진단문한 수정,,,,,,
스포츠예술대학,디자인학부,비주얼커뮤니케이션디자인전공,17611,6,디자인기본원리(디자인학부공통),1,"나는 조형 요소, 색채, 조화, 강조 등 디자인의 기본 원리를 이해 할 수 있다.",학부 공통 전공능력 신설,,,,,,
스포츠예술대학,디자인학부,비주얼커뮤니케이션디자인전공,17611,6,디자인기본원리(디자인학부공통),2,"나는 조형 요소, 색채, 조화, 강조 등을 감각적으로 디자인에 적용할 수 있다.",학부 공통 전공능력 신설,,,,,,
